,gvkey,conm,datadate1,datadate2,cik,source,coname,fndate,lndate,n10k,n10k_nt,n10k_a,n10q,n10q_nt,n10q_a,ndef,n8k,ntot,flag
703,036642,NKARTA INC,2018-12-31,2023-12-31,0001787400,COMPN,"NKARTA, INC.",2019-09-06,2024-05-09,4.0,0.0,0.0,12.0,0.0,0.0,8.0,45.0,324.0,3.0
704,036660,PHENOMEX INC,2018-12-31,2022-12-31,0001689657,COMPN,"BRUKER CELLULAR ANALYSIS, INC.",2016-11-15,2024-02-08,3.0,0.0,0.0,10.0,0.0,0.0,4.0,49.0,366.0,2.0
705,036677,RELAY THERAPEUTICS INC,2018-12-31,2023-12-31,0001812364,COMPN,"RELAY THERAPEUTICS, INC.",2020-05-22,2024-06-06,4.0,0.0,0.0,12.0,0.0,0.0,8.0,39.0,339.0,3.0
706,036678,GELESIS HOLDINGS INC,2020-12-31,2022-12-31,0001805087,COMPN,"GELESIS HOLDINGS, INC.",2020-03-06,2023-10-31,8.0,1.0,4.0,13.0,2.0,1.0,2.0,49.0,251.0,3.0
707,036679,ITEOS THERAPEUTICS INC,2018-12-31,2023-12-31,0001808865,COMPN,"ITEOS THERAPEUTICS, INC.",2020-04-09,2024-05-14,4.0,0.0,0.0,12.0,0.0,0.0,8.0,23.0,307.0,3.0
708,036704,ALX ONCOLOGY HOLDI INC,2018-12-31,2023-12-31,0001810182,COMPN,ALX ONCOLOGY HOLDINGS INC,2020-05-05,2024-06-06,4.0,0.0,0.0,12.0,0.0,0.0,5.0,37.0,261.0,3.0
709,036705,PANDION THERPUTC INC,2018-12-31,2020-12-31,0001807901,COMPN,"PANDION THERAPEUTICS, INC.",2020-04-07,2022-02-11,2.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,135.0,3.0
710,036767,NURIX THERAPEUTICS INC,2018-11-30,2023-11-30,0001549595,COMPN,"NURIX THERAPEUTICS, INC.",2012-05-15,2024-06-05,4.0,0.0,0.0,11.0,0.0,0.0,8.0,49.0,321.0,3.0
711,036768,ANNEXON INC,2018-12-31,2023-12-31,0001528115,COMPN,"ANNEXON, INC.",2011-08-22,2024-06-06,4.0,0.0,0.0,12.0,0.0,0.0,8.0,48.0,316.0,3.0
712,036769,INOZYME PHARMA INC,2018-12-31,2023-12-31,0001693011,COMPN,"INOZYME PHARMA, INC.",2017-01-05,2024-05-07,5.0,0.0,1.0,12.0,0.0,0.0,8.0,38.0,287.0,3.0
713,036779,CHECKMATE PHARMACE INC,2018-12-31,2021-12-31,0001651431,COMPN,"CHECKMATE PHARMACEUTICALS, INC.",2015-08-25,2022-06-10,3.0,0.0,1.0,6.0,0.0,0.0,2.0,26.0,187.0,3.0
714,036786,ALLOVIR INC,2018-12-31,2023-12-31,0001754068,COMPN,"ALLOVIR, INC.",2018-10-02,2024-06-03,5.0,0.0,1.0,13.0,0.0,1.0,8.0,42.0,456.0,3.0
715,036787,INHIBIKASE THERAPE INC,2018-12-31,2023-12-31,0001750149,COMPN,"INHIBIKASE THERAPEUTICS, INC.",2018-08-31,2024-06-04,5.0,0.0,1.0,10.0,0.0,0.0,9.0,40.0,189.0,3.0
716,036789,PAXMEDICA INC,2020-12-31,2023-12-31,0001811623,COMPN,"PAXMEDICA, INC.",2020-05-15,2024-05-28,2.0,0.0,0.0,8.0,2.0,0.0,4.0,42.0,219.0,3.0
717,036819,KYMERA THERAPEUTIC INC,2018-12-31,2023-12-31,0001815442,COMPN,"KYMERA THERAPEUTICS, INC.",2020-06-22,2024-05-23,4.0,0.0,0.0,11.0,0.0,0.0,8.0,45.0,339.0,3.0
718,036847,HARMONY BIOSC HOLD INC,2018-12-31,2023-12-31,0001802665,COMPN,"HARMONY BIOSCIENCES HOLDINGS, INC.",2020-02-14,2024-05-31,5.0,0.0,1.0,11.0,0.0,0.0,8.0,52.0,292.0,3.0
719,036848,REVELATION BIOSCIENCES INC,2021-12-31,2023-12-31,0001810560,COMPN,"REVELATION BIOSCIENCES, INC.",2020-05-14,2024-05-16,6.0,1.0,1.0,14.0,3.0,0.0,12.0,60.0,242.0,3.0
720,036911,DYNE THERAPEUTICS INC,2018-12-31,2023-12-31,0001818794,COMPN,"DYNE THERAPEUTICS, INC.",2020-07-23,2024-05-24,4.0,0.0,0.0,11.0,0.0,0.0,8.0,34.0,405.0,3.0
721,036915,ATHIRA PHARMA INC,2018-12-31,2023-12-31,0001620463,COMPN,"ATHIRA PHARMA, INC.",2014-10-03,2024-05-29,4.0,0.0,0.0,11.0,0.0,0.0,23.0,33.0,286.0,3.0
722,036949,COGENT BIOSCIENCES INC,2019-12-31,2023-12-31,0001622229,COMPN,"COGENT BIOSCIENCES, INC.",2014-10-20,2024-06-05,6.0,0.0,0.0,20.0,0.0,1.0,13.0,75.0,464.0,3.0
723,036952,METACRINE INC,2018-12-31,2021-12-31,0001634379,COMPN,"METACRINE, INC.",2015-04-13,2023-03-24,2.0,0.0,0.0,7.0,0.0,0.0,7.0,38.0,212.0,3.0
724,036985,ELUTIA INC,2018-12-31,2023-12-31,0001708527,COMPN,ELUTIA INC.,2017-06-09,2024-05-13,4.0,0.0,0.0,11.0,0.0,0.0,8.0,56.0,221.0,3.0
725,036987,ADICET BIO INC,2019-12-31,2023-12-31,0001720580,COMPN,"ADICET BIO, INC.",2017-10-27,2024-06-05,9.0,0.0,2.0,19.0,0.0,0.0,14.0,113.0,527.0,3.0
726,037013,TAYSHA GENE THERPS INC,2019-12-31,2023-12-31,0001806310,COMPN,"TAYSHA GENE THERAPIES, INC.",2020-05-04,2024-05-31,5.0,0.0,1.0,11.0,0.0,0.0,8.0,68.0,265.0,3.0
727,037035,IMMUNOME INC,2018-12-31,2023-12-31,0001472012,COMPN,IMMUNOME INC.,2009-09-14,2024-05-22,4.0,0.0,0.0,11.0,0.0,0.0,8.0,63.0,288.0,3.0
728,037036,PMV PHARMACEUTICALS INC,2018-12-31,2023-12-31,0001699382,COMPN,"PMV PHARMACEUTICALS, INC.",2017-03-02,2024-05-09,4.0,0.0,0.0,11.0,0.0,0.0,8.0,30.0,283.0,3.0
729,037062,CALCIMEDICA INC,2018-12-31,2023-12-31,0001534133,COMPN,"CALCIMEDICA, INC.",2011-11-08,2024-05-20,6.0,0.0,2.0,11.0,0.0,0.0,11.0,41.0,328.0,3.0
730,037063,PRELUDE THERAPEUTICS INC,2018-12-31,2023-12-31,0001678660,COMPN,PRELUDE THERAPEUTICS INC,2016-07-11,2024-05-30,4.0,0.0,0.0,11.0,0.0,0.0,8.0,41.0,268.0,3.0
731,037081,C4 THERAPEUTICS INC,2018-12-31,2023-12-31,0001662579,COMPN,"C4 THERAPEUTICS, INC.",2016-01-11,2024-05-08,4.0,0.0,0.0,11.0,0.0,0.0,10.0,48.0,350.0,3.0
732,037082,TARSUS PHARMACEUTI INC,2018-12-31,2023-12-31,0001819790,COMPN,"TARSUS PHARMACEUTICALS, INC.",2020-08-07,2024-05-08,4.0,0.0,0.0,11.0,0.0,0.0,8.0,45.0,411.0,3.0
733,037083,ONCORUS INC,2018-12-31,2022-12-31,0001671818,COMPN,"ONCORUS, INC.",2016-04-14,2023-08-07,5.0,0.0,2.0,9.0,1.0,0.0,7.0,45.0,223.0,3.0
734,037084,ALIGOS THERAPEUTICS INC,2018-12-31,2023-12-31,0001799448,COMPN,"ALIGOS THERAPEUTICS, INC.",2020-01-16,2024-05-31,4.0,0.0,0.0,11.0,0.0,0.0,9.0,35.0,236.0,3.0
735,037102,KRONOS BIO INC,2018-12-31,2023-12-31,0001741830,COMPN,"KRONOS BIO, INC.",2018-06-05,2024-06-04,5.0,0.0,1.0,13.0,0.0,2.0,9.0,48.0,245.0,3.0
736,037105,SPRUCE BIOSCIENCES INC,2018-12-31,2023-12-31,0001683553,COMPN,"SPRUCE BIOSCIENCES, INC.",2020-02-28,2024-06-03,4.0,0.0,0.0,11.0,0.0,0.0,8.0,35.0,230.0,3.0
737,037110,SHATTUCK LABS INC,2018-12-31,2023-12-31,0001680367,COMPN,"SHATTUCK LABS, INC.",2016-07-28,2024-06-05,4.0,0.0,0.0,11.0,0.0,0.0,8.0,28.0,252.0,3.0
738,037135,FOGHORN THERAPEUTICS INC,2018-12-31,2023-12-31,0001822462,COMPN,FOGHORN THERAPEUTICS INC.,2020-08-28,2024-06-03,6.0,0.0,2.0,12.0,0.0,1.0,7.0,58.0,231.0,3.0
739,037168,CHINOOK THERAPEUTICS INC,2019-12-31,2022-12-31,0001435049,COMPN,"CHINOOK THERAPEUTICS, INC.",2008-05-08,2023-11-22,10.0,1.0,1.0,28.0,1.0,1.0,26.0,102.0,765.0,3.0
740,037187,PRAXIS PRECIS MEDI INC,2018-12-31,2023-12-31,0001689548,COMPN,"PRAXIS PRECISION MEDICINES, INC.",2016-11-10,2024-06-06,4.0,0.0,0.0,11.0,0.0,0.0,11.0,56.0,328.0,3.0
741,037275,CEREVEL THERAPEUTICS HOLDING,2019-12-31,2023-12-31,0001805387,COMPN,"CEREVEL THERAPEUTICS HOLDINGS, INC.",2020-03-10,2024-06-05,6.0,0.0,2.0,12.0,0.0,0.0,9.0,45.0,401.0,3.0
742,037282,SQZ BIOTECHNOLOGIES CO,2018-12-31,2022-12-31,0001604477,COMPN,SQZ BIOTECHNOLOGIES CO,2014-04-03,2024-02-13,3.0,0.0,0.0,10.0,0.0,0.0,7.0,31.0,228.0,3.0
743,037292,ATEA PHARMACEUTICALS INC,2018-12-31,2023-12-31,0001593899,COMPN,"ATEA PHARMACEUTICALS, INC.",2013-12-11,2024-06-05,4.0,0.0,0.0,11.0,0.0,0.0,12.0,23.0,203.0,3.0
744,037325,OCUPHIRE PHARMA INC,2019-12-31,2023-12-31,0001228627,COMPN,"OCUPHIRE PHARMA, INC.",2003-04-29,2024-05-30,24.0,0.0,3.0,66.0,5.0,0.0,39.0,181.0,827.0,3.0
745,037350,180 LIFE SCIENCES CORP,2020-12-31,2023-12-31,0001690080,COMPN,180 LIFE SCIENCES CORP.,2016-11-16,2024-05-21,13.0,3.0,3.0,29.0,6.0,2.0,17.0,125.0,487.0,3.0
746,037352,IN8BIO INC,2019-12-31,2023-12-31,0001740279,COMPN,"IN8BIO, INC.",2018-05-22,2024-06-03,3.0,0.0,0.0,9.0,0.0,0.0,6.0,43.0,242.0,3.0
747,037354,MARAVAI LIFESCIENS HLDGS INC,2018-12-31,2023-12-31,0001823239,COMPN,"MARAVAI LIFESCIENCES HOLDINGS, INC.",2020-09-08,2024-05-30,4.0,0.0,0.0,10.0,0.0,0.0,4.0,31.0,267.0,3.0
748,037364,COMPASS THERAPEUTICS INC,2020-12-31,2023-12-31,0001738021,COMPN,"COMPASS THERAPEUTICS, INC.",2018-05-30,2024-05-29,6.0,0.0,0.0,18.0,0.0,0.0,8.0,37.0,237.0,3.0
749,037386,SYNAPTOGENIX INC,2019-12-31,2023-12-31,0001571934,COMPN,"SYNAPTOGENIX, INC.",2013-03-13,2024-05-15,4.0,0.0,0.0,11.0,0.0,0.0,6.0,27.0,160.0,3.0
750,037412,OLEMA PHARMACEUTICALS INC,2018-12-31,2023-12-31,0001750284,COMPN,"OLEMA PHARMACEUTICALS, INC.",2018-08-27,2024-06-06,4.0,0.0,0.0,10.0,0.0,0.0,8.0,35.0,350.0,3.0
751,037425,SEER INC,2018-12-31,2023-12-31,0001726445,COMPN,"SEER, INC.",2018-01-04,2024-05-08,4.0,0.0,0.0,10.0,0.0,0.0,8.0,30.0,244.0,3.0
752,037473,PETROS PHARMACEUTICALS INC,2019-12-31,2023-12-31,0001815903,COMPN,"PETROS PHARMACEUTICALS, INC.",2020-07-24,2024-05-31,5.0,0.0,1.0,12.0,1.0,1.0,5.0,33.0,178.0,3.0
753,037486,KINNATE BIOPHARMA INC,2018-12-31,2023-12-31,0001797768,COMPN,KINNATE BIOPHARMA INC.,2019-12-23,2024-04-17,5.0,0.0,1.0,9.0,0.0,0.0,6.0,35.0,249.0,3.0
754,037488,SIGILON THERAPTICS INC,2018-12-31,2022-12-31,0001821323,COMPN,"SIGILON THERAPEUTICS, INC.",2020-08-21,2024-02-14,3.0,0.0,0.0,8.0,0.0,0.0,6.0,29.0,184.0,3.0
755,037495,ARS PHARMACEUTICALS INC,2018-12-31,2023-12-31,0001671858,COMPN,"ARS PHARMACEUTICALS, INC.",2016-04-12,2024-06-06,4.0,0.0,0.0,10.0,0.0,0.0,14.0,41.0,305.0,3.0
756,037534,REVIVA PHARMACEUTICALS HOLD,2020-12-31,2023-12-31,0001742927,COMPN,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",2018-06-19,2024-05-31,9.0,1.0,2.0,18.0,0.0,0.0,7.0,66.0,300.0,3.0
757,037541,BIOATLA INC,2018-12-31,2023-12-31,0001826892,COMPN,"BIOATLA, INC.",2020-10-06,2024-05-31,4.0,0.0,0.0,10.0,0.0,0.0,8.0,36.0,376.0,3.0
758,037549,VIRPAX PHARMACEUTICALS INC,2019-12-31,2023-12-31,0001708331,COMPN,"VIRPAX PHARMACEUTICALS, INC.",2018-04-05,2024-05-23,4.0,0.0,0.0,11.0,1.0,0.0,6.0,41.0,192.0,3.0
759,037588,KINETA INC,2020-12-31,2023-12-31,0001445283,COMPN,"KINETA, INC./DE",2008-09-10,2024-05-30,9.0,0.0,0.0,25.0,0.0,0.0,24.0,190.0,728.0,3.0
760,037592,VINCERX PHARMA INC,2019-12-31,2023-12-31,0001796129,COMPN,"VINCERX PHARMA, INC.",2019-12-12,2024-05-29,6.0,0.0,1.0,12.0,0.0,0.0,10.0,46.0,294.0,3.0
761,037633,CLENE INC,2019-12-31,2023-12-31,0001822791,COMPN,CLENE INC.,2020-09-10,2024-06-05,4.0,0.0,0.0,10.0,0.0,0.0,8.0,85.0,427.0,3.0
762,037640,ENVERIC BIOSCIENCES INC,2019-12-31,2023-12-31,0000890821,COMPN,"ENVERIC BIOSCIENCES, INC.",1996-05-14,2024-06-03,40.0,4.0,8.0,99.0,2.0,12.0,26.0,247.0,898.0,3.0
763,037675,CULLINAN THERAPEUTICS INC,2018-12-31,2023-12-31,0001789972,COMPN,"CULLINAN THERAPEUTICS, INC.",2020-11-02,2024-06-04,4.0,0.0,0.0,10.0,0.0,0.0,8.0,39.0,299.0,3.0
764,037744,GREENLIGHT BIOSCIENCES HLDGS,2021-12-31,2022-12-31,0001822691,COMPN,"GREENLIGHT BIOSCIENCES HOLDINGS, PBC",2020-09-18,2023-08-11,3.0,0.0,0.0,10.0,1.0,2.0,0.0,31.0,344.0,3.0
765,037786,BOLT BIOTHRPTCS INC,2018-12-31,2023-12-31,0001641281,COMPN,"BOLT BIOTHERAPEUTICS, INC.",2015-05-07,2024-05-20,4.0,0.0,0.0,10.0,0.0,0.0,7.0,24.0,200.0,3.0
766,037807,LONGEVERON INC,2018-12-31,2023-12-31,0001721484,COMPN,LONGEVERON INC.,2017-11-06,2024-05-22,6.0,0.0,2.0,10.0,0.0,0.0,9.0,57.0,311.0,3.0
767,037808,NEXIMMUNE INC,2018-12-31,2023-12-31,0001538210,COMPN,"NEXIMMUNE, INC.",2012-02-03,2024-05-20,5.0,1.0,0.0,12.0,2.0,0.0,8.0,38.0,198.0,3.0
768,037825,SENSEI BIOTHERAPEU INC,2018-12-31,2023-12-31,0001829802,COMPN,"SENSEI BIOTHERAPEUTICS, INC.",2020-11-12,2024-06-03,5.0,0.0,1.0,10.0,0.0,0.0,8.0,51.0,304.0,3.0
769,037844,VOR BIOPHARMA INC,2018-12-31,2023-12-31,0001817229,COMPN,VOR BIOPHARMA INC.,2020-07-10,2024-06-04,4.0,0.0,0.0,10.0,0.0,0.0,7.0,17.0,197.0,3.0
770,037848,TERNS PHARMACEUTIC INC,2018-12-31,2023-12-31,0001831363,COMPN,"TERNS PHARMACEUTICALS, INC.",2020-11-10,2024-06-04,4.0,0.0,0.0,10.0,0.0,0.0,6.0,35.0,241.0,3.0
771,037851,HIMS & HERS HEALTH INC,2020-12-31,2023-12-31,0001773751,COMPN,"HIMS & HERS HEALTH, INC.",2019-05-02,2024-06-06,7.0,0.0,2.0,15.0,0.0,0.0,4.0,46.0,667.0,3.0
772,037863,DECIBEL THERAPEUTICS INC,2018-12-31,2022-12-31,0001656536,COMPN,"DECIBEL THERAPEUTICS, INC.",2015-10-27,2024-02-14,3.0,0.0,0.0,8.0,0.0,0.0,4.0,21.0,177.0,3.0
773,037872,TALIS BIOMEDICAL CORP,2018-12-31,2023-12-31,0001584751,COMPN,TALIS BIOMEDICAL CORP,2013-08-20,2024-06-03,4.0,0.0,0.0,11.0,1.0,0.0,4.0,36.0,163.0,3.0
774,037907,PARDES BIOSCIENCES INC,2021-12-31,2022-12-31,0001822711,COMPN,"PARDES BIOSCIENCES, INC.",2020-09-02,2023-09-18,2.0,0.0,0.0,9.0,0.0,1.0,4.0,36.0,262.0,3.0
775,037924,LANDOS BIOPHARMA INC,2018-12-31,2023-12-31,0001785345,COMPN,"LANDOS BIOPHARMA, INC.",2019-08-23,2024-06-03,5.0,0.0,1.0,10.0,0.0,0.0,7.0,53.0,211.0,3.0
776,037925,SANA BIOTCHNOLOGY INC,2018-12-31,2023-12-31,0001770121,COMPN,"SANA BIOTECHNOLOGY, INC.",2020-06-26,2024-05-08,4.0,0.0,0.0,10.0,0.0,0.0,6.0,41.0,247.0,3.0
777,037938,GRI BIO INC,2019-12-31,2023-12-31,0001824293,COMPN,"GRI BIO, INC.",2020-09-11,2024-05-31,4.0,0.0,0.0,10.0,0.0,0.0,13.0,57.0,242.0,3.0
778,038027,DISC MEDICINE INC,2021-12-31,2023-12-31,0001816736,COMPN,"DISC MEDICINE, INC.",2020-07-02,2024-06-05,4.0,0.0,0.0,11.0,0.0,0.0,6.0,60.0,432.0,3.0
779,038076,NUVATION BIO INC,2020-12-31,2023-12-31,0001811063,COMPN,NUVATION BIO INC.,2020-05-15,2024-05-29,6.0,0.0,2.0,12.0,0.0,0.0,2.0,37.0,244.0,3.0
780,038082,COEPTIS THERAPEUTIC HOLD INC,2021-12-31,2023-12-31,0001759186,COMPN,"COEPTIS THERAPEUTICS HOLDINGS, INC.",2019-02-21,2024-05-10,8.0,1.0,3.0,18.0,4.0,3.0,6.0,30.0,213.0,3.0
781,038187,EQRX INC,2020-12-31,2022-12-31,0001843762,COMPN,"EQRX, INC.",2021-02-25,2023-11-20,2.0,0.0,0.0,11.0,1.0,1.0,4.0,25.0,233.0,3.0
782,038284,LONGBOARD PHARMA INC,2020-12-31,2023-12-31,0001832168,COMPN,"LONGBOARD PHARMACEUTICALS, INC.",2020-11-18,2024-05-24,3.0,0.0,0.0,10.0,0.0,0.0,6.0,35.0,174.0,3.0
783,038333,GAIN THERAPEUTICS INC,2018-12-31,2023-12-31,0001819411,COMPN,"GAIN THERAPEUTICS, INC.",2020-07-30,2024-05-14,4.0,0.0,1.0,10.0,0.0,0.0,5.0,28.0,143.0,3.0
784,038342,PROMETHEUS BIOSCNC INC,2019-12-31,2022-12-31,0001718852,COMPN,"PROMETHEUS BIOSCIENCES, INC.",2017-10-10,2023-06-27,3.0,0.0,1.0,7.0,0.0,0.0,6.0,26.0,189.0,3.0
785,038386,INSTIL BIO INC,2019-12-31,2023-12-31,0001789769,COMPN,"INSTIL BIO, INC.",2019-09-30,2024-05-10,3.0,0.0,0.0,11.0,0.0,1.0,7.0,42.0,171.0,3.0
786,038389,FINCH THERA GRP INC,2019-12-31,2023-12-31,0001733257,COMPN,"FINCH THERAPEUTICS GROUP, INC.",2018-03-05,2024-05-24,4.0,0.0,1.0,11.0,0.0,1.0,5.0,43.0,162.0,3.0
787,038441,DESIGN THERAPEUTIS INC,2019-12-31,2023-12-31,0001807120,COMPN,"DESIGN THERAPEUTICS, INC.",2020-03-20,2024-05-08,3.0,0.0,0.0,10.0,0.0,0.0,6.0,21.0,169.0,3.0
788,038453,RENEO PHARMA INC,2019-12-31,2023-12-31,0001637715,COMPN,"RENEO PHARMACEUTICALS, INC.",2018-01-08,2024-05-21,4.0,0.0,1.0,10.0,0.0,0.0,4.0,34.0,193.0,3.0
789,038467,EDGEWISE THERA INC,2019-12-31,2023-12-31,0001710072,COMPN,"EDGEWISE THERAPEUTICS, INC.",2019-09-26,2024-05-10,3.0,0.0,0.0,10.0,0.0,0.0,7.0,28.0,238.0,3.0
790,038469,IKENA ONCOLOGY INC,2019-12-31,2023-12-31,0001835579,COMPN,"IKENA ONCOLOGY, INC.",2021-01-08,2024-05-28,3.0,0.0,0.0,10.0,0.0,0.0,7.0,24.0,179.0,3.0
791,038474,RECURSION PHARMA INC,2019-12-31,2023-12-31,0001601830,COMPN,"RECURSION PHARMACEUTICALS, INC.",2014-04-02,2024-06-06,3.0,0.0,0.0,10.0,0.0,0.0,7.0,49.0,576.0,3.0
792,038496,ETERNA THERAPEUTICS INC,2021-12-31,2023-12-31,0000748592,COMPN,ETERNA THERAPEUTICS INC.,1994-02-14,2024-05-14,50.0,7.0,15.0,105.0,3.0,15.0,51.0,324.0,1395.0,3.0
793,038511,TRANSCODE THERAPEUTICS INC,2020-12-31,2023-12-31,0001829635,COMPN,"TRANSCODE THERAPEUTICS, INC.",2020-12-18,2024-05-20,3.0,0.0,0.0,9.0,0.0,0.0,8.0,40.0,183.0,3.0
794,038527,AKOYA BIOSNCS INC,2019-12-31,2023-12-31,0001711933,COMPN,"AKOYA BIOSCIENCES, INC.",2017-07-14,2024-06-06,3.0,0.0,0.0,10.0,0.0,0.0,6.0,33.0,221.0,3.0
795,038529,BIOMEA FUSION INC,2019-12-31,2023-12-31,0001840439,COMPN,"BIOMEA FUSION, INC.",2021-01-15,2024-05-02,3.0,0.0,0.0,10.0,0.0,0.0,4.0,44.0,187.0,3.0
796,038625,WEREWOLF THERAPTCS INC,2019-12-31,2023-12-31,0001785530,COMPN,"WEREWOLF THERAPEUTICS, INC.",2019-08-15,2024-06-03,3.0,0.0,0.0,10.0,0.0,0.0,6.0,31.0,196.0,3.0
797,038661,UPEXI INC,2020-06-30,2023-06-30,0001775194,COMPN,"UPEXI, INC.",2019-04-30,2024-06-04,4.0,1.0,0.0,12.0,3.0,1.0,4.0,84.0,185.0,3.0
798,038664,MYMD PHARMACEUTICALS INC,2020-12-31,2023-12-31,0001321834,COMPN,"MYMD PHARMACEUTICALS, INC.",2005-03-23,2024-05-31,17.0,2.0,4.0,38.0,4.0,3.0,21.0,140.0,496.0,3.0
799,038674,IPI LEGACY LIQUIDATION CO,2019-12-31,2022-12-31,0001445499,COMPN,IPI LEGACY LIQUIDATION CO,2008-09-15,2024-04-09,3.0,0.0,1.0,10.0,1.0,0.0,4.0,36.0,206.0,3.0
800,038697,RAIN ONCOLOGY INC,2019-12-31,2022-12-31,0001724979,COMPN,RAIN ONCOLOGY INC.,2017-12-13,2024-02-14,2.0,0.0,0.0,9.0,0.0,0.0,4.0,25.0,212.0,3.0
801,038706,ANEBULO PHARMA INC,2020-06-30,2023-06-30,0001815974,COMPN,"ANEBULO PHARMACEUTICALS, INC.",2020-06-25,2024-05-15,3.0,0.0,0.0,10.0,0.0,0.0,5.0,30.0,117.0,3.0
802,038711,PALISADE BIO INC,2020-12-31,2023-12-31,0001357459,COMPN,"PALISADE BIO, INC.",2006-04-03,2024-05-30,20.0,1.0,1.0,59.0,3.0,3.0,40.0,351.0,1111.0,3.0
803,038738,TOURMALINE BIO INC,2019-12-31,2023-12-31,0001827506,COMPN,"TOURMALINE BIO, INC.",2020-10-07,2024-06-03,3.0,0.0,0.0,10.0,0.0,0.0,6.0,36.0,240.0,3.0
804,038745,TSCAN THERAPEUTICS INC,2019-12-31,2023-12-31,0001783328,COMPN,"TSCAN THERAPEUTICS, INC.",2019-07-26,2024-05-13,4.0,0.0,1.0,9.0,0.0,0.0,7.0,36.0,221.0,3.0
805,038763,DAY ONE BIOPHARMACEUTCLS INC,2019-12-31,2023-12-31,0001845337,COMPN,"DAY ONE BIOPHARMACEUTICALS, INC.",2021-02-16,2024-05-30,3.0,0.0,0.0,9.0,0.0,0.0,6.0,41.0,299.0,3.0
806,038782,VERA THERAPEUTICS INC,2019-12-31,2023-12-31,0001831828,COMPN,"VERA THERAPEUTICS, INC.",2021-02-25,2024-05-17,3.0,0.0,0.0,10.0,0.0,0.0,7.0,34.0,287.0,3.0
807,038783,SENTI BIOSCIENCES INC,2021-12-31,2023-12-31,0001854270,COMPN,"SENTI BIOSCIENCES, INC.",2021-04-02,2024-05-29,4.0,0.0,1.0,12.0,0.0,2.0,5.0,38.0,203.0,3.0
808,038791,ALZAMEND NEURO INC,2019-04-30,2023-04-30,0001677077,COMPN,"ALZAMEND NEURO, INC.",2016-06-22,2024-06-03,3.0,0.0,0.0,10.0,1.0,0.0,6.0,48.0,288.0,3.0
809,038821,ORGANON & CO,2019-12-31,2023-12-31,0001821825,COMPN,ORGANON & CO.,2020-11-02,2024-06-06,3.0,0.0,0.0,10.0,0.0,0.0,6.0,23.0,283.0,3.0
810,038857,JANUX THERAPEUTICS INC,2019-12-31,2023-12-31,0001817713,COMPN,"JANUX THERAPEUTICS, INC.",2020-07-14,2024-06-05,3.0,0.0,0.0,9.0,0.0,0.0,6.0,30.0,200.0,3.0
811,038867,UNICYCIVE THERAPEUTICS INC,2019-12-31,2023-12-31,0001766140,COMPN,"UNICYCIVE THERAPEUTICS, INC.",2019-03-04,2024-05-13,3.0,0.0,0.0,10.0,1.0,0.0,8.0,36.0,166.0,3.0
812,038874,NRX PHARMACEUTICALS INC,2020-12-31,2023-12-31,0001719406,COMPN,"NRX PHARMACEUTICALS, INC.",2017-10-13,2024-05-23,13.0,1.0,5.0,22.0,1.0,2.0,17.0,92.0,378.0,3.0
813,038883,LYELL IMMUNOPHARMA INC,2019-12-31,2023-12-31,0001806952,COMPN,"LYELL IMMUNOPHARMA, INC.",2020-03-20,2024-05-06,3.0,0.0,0.0,9.0,0.0,0.0,5.0,26.0,167.0,3.0
814,038900,HCW BIOLOGICS INC,2019-12-31,2023-12-31,0001828673,COMPN,HCW BIOLOGICS INC.,2020-10-19,2024-05-20,4.0,0.0,1.0,10.0,0.0,1.0,5.0,30.0,174.0,3.0
815,038908,VERVE THERAPEUTICS INC,2019-12-31,2023-12-31,0001840574,COMPN,"VERVE THERAPEUTICS, INC.",2021-01-22,2024-05-31,3.0,0.0,0.0,10.0,0.0,1.0,6.0,30.0,234.0,3.0
816,038910,ACURX PHARMA INC,2019-12-31,2023-12-31,0001736243,COMPN,"ACURX PHARMACEUTICALS, INC.",2018-04-03,2024-05-15,3.0,0.0,0.0,9.0,0.0,0.0,6.0,19.0,128.0,3.0
817,038917,MIROMATRIX MEDICAL INC,2019-12-31,2022-12-31,0001527096,COMPN,MIROMATRIX MEDICAL INC.,2011-12-02,2024-02-14,2.0,0.0,0.0,8.0,0.0,0.0,3.0,26.0,192.0,3.0
818,038920,CENTURY THERAPEUTI INC,2019-12-31,2023-12-31,0001850119,COMPN,"CENTURY THERAPEUTICS, INC.",2021-03-15,2024-06-06,3.0,0.0,0.0,9.0,0.0,0.0,6.0,45.0,222.0,3.0
819,038925,CYTEIR THERAPEUTICS INC,2019-12-31,2022-12-31,0001662244,COMPN,"CYTEIR THERAPEUTICS, INC.",2015-12-30,2024-03-29,3.0,0.0,1.0,8.0,0.0,0.0,7.0,35.0,221.0,3.0
820,038960,QUANTUM SI INC,2020-12-31,2023-12-31,0001816431,COMPN,QUANTUM-SI INC,2020-07-02,2024-05-30,5.0,0.0,1.0,13.0,1.0,1.0,7.0,62.0,298.0,3.0
821,038979,NAUTILUS BIOTECHNOLOGY INC,2020-12-31,2023-12-31,0001808805,COMPN,"NAUTILUS BIOTECHNOLOGY, INC.",2020-04-17,2024-04-30,4.0,0.0,0.0,12.0,0.0,0.0,6.0,26.0,221.0,3.0
